name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr,score_acne_prone,acne_prone_effect,acne_prone_reason_tr
Polyglyceryl-3 Distearate,polyglyceryl3distearate,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör,"Bitkisel kaynaklı poligliseril esteri; yağ ve su fazlarını stabil bir emülsiyon halinde tutan emülgatör, özellikle güneş koruyucu formülasyonlarda tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyglyceryl-3 Methylglucose Distearate,polyglyceryl3methylglucosedistearate,2,0,0,0,0,0,0,,,top1000,53,Skincare Ingredient,Emülgatör,"polyglyceryl-3 methylglucose distearate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",beneficial,Kuru cilt için faydalı bileşen,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyglyceryl-4 Caprate,polyglyceryl4caprate,1,0,0,0,0,0,0,,,top1000,50,Skincare Ingredient,Emülgatör,"polyglyceryl-4 caprate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,polyglyceryl4diisostearatepolyhydroxystearatesebacate,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör (Kompleks),"Çok fonksiyonlu bitkisel kaynaklı emülgatör sistemi; su-yağ tipi emülsiyonlarda üstün stabilite sağlar, ciltte hafif ve yağsız bir his bırakır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyglyceryl-4 Isostearate,polyglyceryl4isostearate,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör,"Bitkisel kaynaklı hafif emülgatör; su-yağ tipi emülsiyonlarda stabilite sağlar, hassas cilt formülasyonlarına uygun nazik yapıdadır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyglyceryl-6 Behenate,polyglyceryl6behenate,0,0,0,0,0,0,0,,,top1000,27,Skincare Ingredient,Emülgatör,"polyglyceryl-6 behenate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyhydroxystearic Acid,polyhydroxystearicacid,1,0,0,0,0,0,0,,,top1000,76,Oil / Lipid,Yağ Asidi,"polyhydroxystearic acid, doğal yağ asidi; cildin lipid bariyerini destekler, yumuşatıcı etki gösterir ve formülasyonun kıvamına katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyisobutene,polyisobutene,0,0,0,0,0,0,0,,,top1000,78,Skincare Ingredient,Cilt Bakım Bileşeni,"polyisobutene, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polymethyl Methacrylate,polymethylmethacrylate,0,0,0,0,0,0,0,,,top1000,34,Skincare Ingredient,Cilt Bakım Bileşeni,"polymethyl methacrylate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polymethylsilsesquioxane,polymethylsilsesquioxane,1,0,0,0,0,0,0,Texture,,manual_v2,0,Silicone,Silikon (Pudra),"Küresel mikro silikon partikülleri; ciltte yumuşak odaklama etkisi yaratarak gözeneklerin ve ince çizgilerin görünümünü optik olarak azaltır, makyaj bazlarında yaygın kullanılır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-10,polyquaternium10,0,0,0,0,0,0,0,,,top1000,542,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-10, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-11,polyquaternium11,0,0,0,0,0,0,0,,,top1000,35,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-11, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-16,polyquaternium16,0,0,0,0,0,0,0,,,top1000,29,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-16, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-22,polyquaternium22,0,0,0,0,0,0,0,,,top1000,58,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-22, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-37,polyquaternium37,0,0,0,0,0,0,0,,,top1000,71,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-37, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-39,polyquaternium39,0,0,0,0,0,0,0,,,top1000,38,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-39, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-51,polyquaternium51,2,0,0,0,2,1,0,Dry and dehydrated skin|Impaired skin barrier|Anyone,,manual_v2,0,Humectant,Nemlendirici (Lipidure),"Hücre zarı yapısını taklit eden biyomimetik polimer; cildin doğal fosfolipitlerine benzer yapısıyla yoğun nemlendirme sağlar, bariyer fonksiyonunu destekler ve tahriş eşiğini yükseltir.",beneficial,Hücre zarı yapısını taklit eden biyomimetik polimer; cildin doğal fosfolipitlerine benzer yapısıyla yoğun nemlendirme sa,neutral,,neutral,,neutral,,beneficial,Hücre zarı yapısını taklit eden biyomimetik polimer; cildin doğal fosfolipitlerine benzer yapısıyla yoğun nemlendirme sa,neutral,,neutral,,,,
Polyquaternium-6,polyquaternium6,0,0,0,0,0,0,0,,,top1000,51,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-6, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-67,polyquaternium67,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Film Oluşturucu / Nemlendirici,"Katyonik polimer; ciltte ince ve esnek bir film oluşturarak nem kaybını önler, pürüzsüz bir yüzey sağlar ve diğer aktif bileşenlerin ciltte kalma süresini uzatır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyquaternium-7,polyquaternium7,0,0,0,0,0,0,0,,,top1000,621,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-7, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polysorbate 20,polysorbate20,0,0,0,0,0,0,0,,,top1000,511,Skincare Ingredient,Emülgatör,"polysorbate 20, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polysorbate 60,polysorbate60,0,0,0,0,0,0,0,,,top1000,174,Skincare Ingredient,Emülgatör,"polysorbate 60, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polysorbate 80,polysorbate80,0,0,0,0,0,0,0,,,top1000,159,Skincare Ingredient,Emülgatör,"polysorbate 80, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Polyvinyl Alcohol,polyvinylalcohol,0,0,0,0,0,0,0,,,top1000,34,Skincare Ingredient,Cilt Bakım Bileşeni,"polyvinyl alcohol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Alum,potassiumalum,0,0,0,0,0,0,0,,,top1000,56,Mineral,Mineral,"potassium alum, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Cetyl Phosphate,potassiumcetylphosphate,0,0,0,0,0,0,0,,,top1000,249,Mineral,Mineral,"potassium cetyl phosphate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Chloride,potassiumchloride,0,0,0,0,0,0,0,,,top1000,45,Mineral,Mineral,"potassium chloride, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Citrate,potassiumcitrate,0,0,0,0,0,0,0,,,top1000,61,Mineral,Mineral,"potassium citrate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Cocoate,potassiumcocoate,0,0,0,0,0,0,0,,,top1000,66,Mineral,Mineral,"potassium cocoate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Hydroxide,potassiumhydroxide,0,0,0,0,0,0,0,,,top1000,288,Mineral,Mineral,"potassium hydroxide, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Lactate,potassiumlactate,0,0,0,0,0,0,0,,,top1000,46,Mineral,Mineral,"potassium lactate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Nitrate,potassiumnitrate,0,0,0,0,0,0,0,,,top1000,53,Mineral,Mineral,"potassium nitrate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Olivate,potassiumolivate,0,0,0,0,0,0,0,,,top1000,44,Mineral,Mineral,"potassium olivate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Phosphate,potassiumphosphate,0,0,0,0,0,0,0,,,top1000,65,Mineral,Mineral,"potassium phosphate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Potassium Sorbate,potassiumsorbate,0,0,0,0,0,0,0,,,manual_v2,109,Preservative,Koruyucu,"Sorbik asidin potasyum tuzu; özellikle düşük pH'lı formülasyonlarda maya ve küf oluşumunu engelleyen nazik koruyucu, doğal kozmetik ürünlerinde sıkça tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-1-Peg-9 Lauryl Glycol Ether,ppg1peg9laurylglycolether,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,30,Skincare Ingredient,Emülgatör / Çözücü (PEG),"ppg-1-peg-9 lauryl glycol ether, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Ppg-12,ppg12,0,0,0,0,0,0,0,,,top1000,46,Skincare Ingredient,Cilt Bakım Bileşeni,"ppg-12, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-14 Butyl Ether,ppg14butylether,0,0,0,0,0,0,0,,,top1000,164,Skincare Ingredient,Cilt Bakım Bileşeni,"ppg-14 butyl ether, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-15 Stearyl Ether,ppg15stearylether,0,0,0,0,0,0,0,,,top1000,123,Skincare Ingredient,Cilt Bakım Bileşeni,"ppg-15 stearyl ether, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-2 Hydroxyethyl Cocamide,ppg2hydroxyethylcocamide,0,0,0,0,0,0,0,Anyone,,top1000,44,Surfactant,Yüzey Aktif Madde (Nazik),"ppg-2 hydroxyethyl cocamide, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-26-Buteth-26,ppg26buteth26,0,0,0,0,0,0,0,,,top1000,65,Skincare Ingredient,Cilt Bakım Bileşeni,"ppg-26-buteth-26, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-5-Ceteth-20,ppg5ceteth20,0,0,0,0,0,0,0,,,top1000,207,Skincare Ingredient,Cilt Bakım Bileşeni,"ppg-5-ceteth-20, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-6,ppg6,0,0,0,0,0,0,0,,,top1000,80,Skincare Ingredient,Cilt Bakım Bileşeni,"ppg-6, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ppg-9,ppg9,0,0,0,0,0,0,0,,,top1000,75,Skincare Ingredient,Cilt Bakım Bileşeni,"ppg-9, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Proline,proline,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,47,Skincare Ingredient,Amino Asit / Protein,"proline, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Propane,propane,0,0,0,0,0,0,0,,,top1000,529,Skincare Ingredient,Cilt Bakım Bileşeni,"propane, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Propanediol,propanediol,2,0,0,0,1,0,0,Dry and dehydrated skin|Anyone,,manual_v2,511,Humectant,Nemlendirici / Çözücü,Mısırdan elde edilen bitkisel bazlı nemlendirici; propylene glycol'ün daha nazik alternatifi olarak cildi nemlendirir ve bileşenlerin emilimini kolaylaştırır.,beneficial,Mısırdan elde edilen bitkisel bazlı nemlendirici; propylene glycol'ün daha nazik alternatifi olarak cildi nemlendirir ve,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Propylene Carbonate,propylenecarbonate,1,0,0,0,0,0,0,,,top1000,255,Skincare Ingredient,Cilt Bakım Bileşeni,"propylene carbonate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Propylene Glycol,propyleneglycol,2,0,0,0,-1,0,0,Dry and dehydrated skin,Sensitive,manual_v2,2271,Humectant,Nemlendirici / Emilim Artırıcı,"Hafif nemlendirici ve penetrasyon artırıcı; diğer aktif bileşenlerin cilde daha iyi nüfuz etmesine yardımcı olur, çok hassas ciltlerde nadiren tahriş yapabilir.",beneficial,"Hafif nemlendirici ve penetrasyon artırıcı; diğer aktif bileşenlerin cilde daha iyi nüfuz etmesine yardımcı olur, çok ha",neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Propylene Glycol Dicaprylate/Dicaprate,propyleneglycoldicaprylatedicaprate,1,0,0,0,0,0,0,Texture,,top1000,34,Emollient,Yumuşatıcı Ester,"propylene glycol dicaprylate/dicaprate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Propylheptyl Caprylate,propylheptylcaprylate,1,0,0,0,0,0,0,Texture,,top1000,48,Emollient,Yumuşatıcı Ester,"propylheptyl caprylate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Propylparaben,propylparaben,0,0,0,0,-1,0,-1,,Sensitive|Pregnancy,top1000,325,Preservative,Koruyucu,"propylparaben, formülasyonu mikrobiyal kontaminasyondan koruyan koruyucu madde; ürünün güvenli raf ömrünü sağlar.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın",,,
Propylène Glycol,propylneglycol,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,37,Humectant,Nemlendirici,"propylène glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"propylène glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hiss",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Prunus Amygdalus Dulcis (Sweet Almond) Oil,prunusamygdalusdulcissweetalmondoil,2,-1,0,1,0,1,0,,,top1000,156,Skincare Ingredient,Cilt Bakım Bileşeni,"prunus amygdalus dulcis (sweet almond) oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",beneficial,Kuru cilt için faydalı bileşen,caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Prunus Amygdalus Dulcis Oil,prunusamygdalusdulcisoil,0,0,0,0,0,0,0,,,top1000,366,Skincare Ingredient,Cilt Bakım Bileşeni,"prunus amygdalus dulcis oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Prunus Amygdalus Dulcis Seed Extract,prunusamygdalusdulcisseedextract,1,0,0,0,0,0,0,,,top1000,30,Botanical Extract,Bitkisel Ekstrakt,"prunus amygdalus dulcis seed extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Prunus Armeniaca (Apricot) Juice,prunusarmeniacaapricotjuice,1,0,0,0,0,0,0,Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Kayısı),"Kayısı meyvesinin sıkılmış suyu; A ve C vitaminleri bakımından zengin, cildi besler, nemlendirir ve doğal parlaklık kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Prunus Armeniaca (Apricot) Kernel Oil,prunusarmeniacaapricotkerneloil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,42,Oil / Lipid,Bitkisel Yağ,"prunus armeniaca (apricot) kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"prunus armeniaca (apricot) kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Prunus Armeniaca Kernel Oil,prunusarmeniacakerneloil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,64,Oil / Lipid,Bitkisel Yağ,"prunus armeniaca kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"prunus armeniaca kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bari",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Punica Granatum Fruit Extract,punicagranatumfruitextract,1,0,0,0,0,0,0,,,top1000,31,Botanical Extract,Bitkisel Ekstrakt,"punica granatum fruit extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Punica Granatum Pericarp Extract,punicagranatumpericarpextract,0,0,0,1,0,2,0,Fine Lines|Radiance|Elasticity,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Nar Kabuğu),"Nar kabuğundan elde edilen elagik asit ve punikalagin bakımından zengin ekstrakt; güçlü antioksidan ve anti-inflamatuar etki gösterir, kolajen yıkımını yavaşlatır ve cildin elastikiyetini korur.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Nar kabuğundan elde edilen elagik asit ve punikalagin bakımından zengin ekstrakt; güçlü antioksidan ve anti-inflamatuar ,neutral,,,,
Punica Granatum Seed Extract,punicagranatumseedextract,1,0,0,1,0,2,0,Fine Lines|Radiance|Elasticity,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Nar Tohumu),"Nar tohumundan elde edilen punicik asit bakımından zengin ekstrakt; güçlü anti-inflamatuar ve antioksidan etki gösterir, hücre yenilenmesini destekler ve cildin elastikiyetini artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Nar tohumundan elde edilen punicik asit bakımından zengin ekstrakt; güçlü anti-inflamatuar ve antioksidan etki gösterir,",neutral,,,,
Purified Water,purifiedwater,0,0,0,0,0,0,0,,,top1000,86,Skincare Ingredient,Cilt Bakım Bileşeni,"purified water, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Pvm/Ma Copolymer,pvmmacopolymer,0,0,0,0,0,0,0,,,top1000,47,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"pvm/ma copolymer, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Pvp,pvp,0,0,0,0,0,0,0,,,top1000,124,Skincare Ingredient,Cilt Bakım Bileşeni,"pvp, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Pyridoxine Hci,pyridoxinehci,0,0,0,0,0,0,0,,,top1000,40,Skincare Ingredient,Cilt Bakım Bileşeni,"pyridoxine hci, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Pyrus Malus (Apple) Fruit Extract,pyrusmalusapplefruitextract,0,0,0,0,0,1,0,Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Elma),"Elma meyvesinden elde edilen polifenol ve malik asit bakımından zengin ekstrakt; antioksidan koruma sağlar, hafif peeling etkisi gösterebilir ve cildin parlaklığını artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Quaternium-80,quaternium80,0,0,0,0,0,0,0,,,top1000,55,Skincare Ingredient,Cilt Bakım Bileşeni,"quaternium-80, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Quaternium-90 Bentonite,quaternium90bentonite,0,1,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"Modifiye bentonit kili; yağ bazlı formülasyonlarda kıvam artırıcı ve stabilizatör olarak çalışır, pigmentlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
RED 4 (CI 14700),red4ci14700,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Renklendirici,"Sentetik kırmızı renklendirici pigment; ürüne görsel çekicilik kazandırmak için kullanılır, cilt bakım faydası yoktur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
