name,name_normalized,short_description,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,dry_reason_en,oily_effect,oily_reason_tr,oily_reason_en,combination_effect,combination_reason_tr,combination_reason_en,normal_effect,normal_reason_tr,normal_reason_en,sensitive_effect,sensitive_reason_tr,sensitive_reason_en,mature_effect,mature_reason_tr,mature_reason_en,pregnancy_safe_effect,pregnancy_safe_reason_tr,pregnancy_safe_reason_en
cephalin,cephalin,"Rating: Best. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cera microcristallina,ceramicrocristallina,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceramide AP,ceramideap,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,23,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceramide EOP,ceramideeop,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,20,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceramide EOS,ceramideeos,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,12,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceramide NG,ceramideng,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,14,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceramide NP,ceramidenp,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,51,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceramide NS,ceramidens,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,11,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceresin,ceresin,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,30,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceteareth-20,ceteareth20,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,298,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ceteareth-25,ceteareth25,"Rating: Good. Categories: Emulsifiers, Texture Enhancer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,17,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetearyl alcohol,cetearylalcohol,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1060,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetearyl ethylhexanoate,cetearylethylhexanoate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,47,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetearyl glucoside,cetearylglucoside,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,299,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetearyl octanoate,cetearyloctanoate,"Rating: Good. Categories: Texture Enhancer, Skin-Replenishing, Emollients",3.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,3,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetearyl olivate,cetearylolivate,"Rating: Good. Categories: Slip Agents, Emulsifiers, Texture Enhancer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,115,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl PEG/PPG-10/1-dimethicone,cetylpegppg101dimethicone,"Rating: Good. Categories: Texture Enhancer, Silicones",1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,109,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl acetate,cetylacetate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,10,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl alcohol,cetylalcohol,"Rating: Good. Categories: Thickeners/Emulsifiers, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1147,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl dimethicone,cetyldimethicone,Rating: Good. Categories: Silicones,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,76,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl dimethicone copolyol,cetyldimethiconecopolyol,"Rating: Good. Categories: Silicones, Emollients",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,8,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl esters,cetylesters,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,73,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl hydroxyethylcellulose,cetylhydroxyethylcellulose,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,38,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cetyl palmitate,cetylpalmitate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,92,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chamomile,chamomile,"Rating: Best. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,4,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
charcoal,charcoal,Rating: Good. Categories: Absorbent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,3,Mineral,Mineral,Mineral bazlı cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
charcoal powder,charcoalpowder,Rating: Good. Categories: Absorbent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,41,Mineral,Mineral,Mineral bazlı cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chelating agent,chelatingagent,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cherry extract,cherryextract,"Rating: Best. Categories: Plant Extracts, Antioxidants",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chitosan,chitosan,"Rating: Best. Categories: Skin-Soothing, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,31,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
chlorella,chlorella,"Rating: Good. Categories: Antioxidants, Texture Enhancer, Emollients, Plant Extracts",1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chlorophene,chlorophene,Rating: Good. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chloroxylenol,chloroxylenol,Rating: Good. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,4,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chlorphenesin,chlorphenesin,Rating: Good. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,717,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cholecalciferol,cholecalciferol,"Rating: Good. Categories: Antioxidants, Vitamins",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,19,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
choline,choline,Rating: Best. Categories: Vitamins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chondroitin sulfate,chondroitinsulfate,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,0,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chromium hydroxide green,chromiumhydroxidegreen,Rating: Good. Categories: Coloring Agents/Pigments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,26,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chromium oxide green,chromiumoxidegreen,Rating: Good. Categories: Coloring Agents/Pigments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
chrysanthemum extract,chrysanthemumextract,"Rating: Average. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
cinnamon,cinnamon,"Rating: Poor. Categories: Antioxidants, Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts",0.0,0.0,0.0,1.0,-2.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
cinnamyl alcohol,cinnamylalcohol,Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,25,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
citrate buffer,citratebuffer,Rating: Good. Categories: Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
citronellol,citronellol,Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,489,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
clary oil,claryoil,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts",0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,1,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
clary sage,clarysage,Rating: Good. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
clay,clay,Rating: Good. Categories: Absorbent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Mineral,Mineral,Mineral bazlı cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
clove leaf,cloveleaf,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
clove oil,cloveoil,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,1,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
clover blossom,cloverblossom,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
clover leaf oil,cloverleafoil,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
cocamide DEA and MEA,cocamidedeaandmea,"Rating: Average. Categories: Texture Enhancer, Cleansing Agents",0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocamidopropyl betaine,cocamidopropylbetaine,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,290,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocamidopropyl dimethylamine,cocamidopropyldimethylamine,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,23,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocamidopropyl hydroxysultaine,cocamidopropylhydroxysultaine,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,47,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
coco-glucoside,cocoglucoside,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,148,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocoa butter,cocoabutter,"Rating: Best. Categories: Plant Extracts, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,12,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocoa extract,cocoaextract,"Rating: Best. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,2,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocoglycerides,cocoglycerides,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,26,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
coconut,coconut,"Rating: Good. Categories: Plant Extracts, Cleansing Agents",0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
coconut acid,coconutacid,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,13,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
coconut oil,coconutoil,"Rating: Best. Categories: Plant Extracts, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,11,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocos nucifera (coconut) fruit extract,cocosnuciferacoconutfruitextract,Rating: Best. Categories: Skin-Softening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,13,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cocoyl proline,cocoylproline,Rating: Good. Categories: Hydration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
coenzyme Q10,coenzymeq10,"Rating: Best. Categories: Skin-Soothing, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,5,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
collagen amino acids,collagenaminoacids,"Rating: Good. Categories: Hydration, Skin-Replenishing",2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,14,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
colloidal oatmeal,colloidaloatmeal,Rating: Best. Categories: Skin-Soothing,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,27,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
colloidal silver,colloidalsilver,Rating: Poor. Categories: Uncategorized,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
comfrey extract,comfreyextract,"Rating: Poor. Categories: Sensitizing, Plant Extracts",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,6,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
coneflower,coneflower,"Rating: Good. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,4,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
copper PCA,copperpca,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,43,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
copper gluconate,coppergluconate,Rating: Good. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,117,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
copper lysinate/prolinate,copperlysinateprolinate,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,9,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
copper peptides,copperpeptides,Rating: Good. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
copper sulfate,coppersulfate,Rating: Average. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,6,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
coriander,coriander,"Rating: Good. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts",0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
corn oil,cornoil,"Rating: Best. Categories: Plant Extracts, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,21,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cornflower,cornflower,"Rating: Best. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
cornmint,cornmint,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
cornstarch,cornstarch,"Rating: Good. Categories: Plant Extracts, Absorbent",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,15,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
