name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr
Palmitoyl Grapevine Shoot Extract,palmitoylgrapevineshootextract,1,0,0,1,0,3,0,Fine Lines|Wrinkles|Elasticity|Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Asma Filizi - Resveratrol),"Asma filizlerinden elde edilen Caudalie'nin patentli aktif bileşeni; yüksek resveratrol konsantrasyonuyla güçlü antioksidan ve anti-aging etki gösterir, kolajen üretimini uyarır ve cilt sıkılığını artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Asma filizlerinden elde edilen Caudalie'nin patentli aktif bileşeni; yüksek resveratrol konsantrasyonuyla güçlü antioksi,neutral,
Palmitoyl Hexapeptide-12,palmitoylhexapeptide12,0,0,0,0,0,3,0,Fine Lines|Wrinkles|Elasticity,,manual_v2,0,Peptide,Peptit (Anti-aging),Altı amino asitlik sinyal peptidi; kolajen ve elastin sentezini uyararak cilt sıkılığını artırır ve kırışıklık derinliğini azaltır.,neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Altı amino asitlik sinyal peptidi; kolajen ve elastin sentezini uyararak cilt sıkılığını artırır ve kırışıklık derinliği,neutral,
Palmitoyl Tetrapeptide-7,palmitoyltetrapeptide7,0,0,0,0,1,3,0,Fine Lines|Wrinkles|Redness,,manual_v2,33,Peptide,Peptit (Anti-inflamatuar),İltihaplanma sürecini düzenleyen peptit; kronik mikro-inflamasyonu azaltarak kolajen yıkımını yavaşlatır ve yaşlanma belirtilerinin oluşumunu geciktirir.,neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,İltihaplanma sürecini düzenleyen peptit; kronik mikro-inflamasyonu azaltarak kolajen yıkımını yavaşlatır ve yaşlanma bel,neutral,
Palmitoyl Tripeptide-1,palmitoyltripeptide1,1,0,0,0,0,3,0,Fine Lines|Wrinkles|Elasticity,,manual_v2,36,Peptide,Peptit (Anti-aging),Kolajen sentezini uyaran sinyal peptidi; cildin kendini onarma mekanizmasını aktive ederek kırışıklık derinliğini azaltır ve cilt elastikiyetini artırır.,neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Kolajen sentezini uyaran sinyal peptidi; cildin kendini onarma mekanizmasını aktive ederek kırışıklık derinliğini azaltı,neutral,
Panax Ginseng Root Extract,panaxginsengrootextract,1,0,0,0,0,0,0,,,top1000,63,Botanical Extract,Bitkisel Ekstrakt,"panax ginseng root extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pantethine,pantethine,1,0,0,0,1,1,0,Impaired skin barrier,,manual_v2,0,Skincare Ingredient,Vitamin B5 Türevi,"Pantotenik asit (B5 vitamini) metaboliti; hücre enerji metabolizmasını destekler, cilt bariyerinin onarılmasına yardımcı olur ve cildin genel sağlığını iyileştirir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Panthenol,panthenol,3,0,1,1,2,1,0,Dry and dehydrated skin|Impaired skin barrier|Redness|Anyone,,manual_v2,1629,Humectant,Nemlendirici (Provitamin B5),"Provitamin B5 olarak bilinen panthenol; ciltte pantotenik asite dönüşerek derin nemlendirme sağlar, cilt bariyerini onarır, iltihaplanmayı azaltır ve yara iyileşmesini hızlandırır.",beneficial,"Provitamin B5 olarak bilinen panthenol; ciltte pantotenik asite dönüşerek derin nemlendirme sağlar, cilt bariyerini onar",neutral,,neutral,,neutral,,beneficial,"Provitamin B5 olarak bilinen panthenol; ciltte pantotenik asite dönüşerek derin nemlendirme sağlar, cilt bariyerini onar",neutral,,neutral,
Panthenyl Ethyl Ether,panthenylethylether,0,0,0,0,0,0,0,,,top1000,47,Skincare Ingredient,Cilt Bakım Bileşeni,"panthenyl ethyl ether, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pantolactone,pantolactone,0,0,0,0,0,0,0,,,top1000,107,Skincare Ingredient,Cilt Bakım Bileşeni,"pantolactone, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Paraffin,paraffin,0,0,0,0,0,0,0,,,top1000,206,Skincare Ingredient,Cilt Bakım Bileşeni,"paraffin, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Paraffinum Liquidum,paraffinumliquidum,0,0,0,0,0,0,0,,,top1000,529,Skincare Ingredient,Cilt Bakım Bileşeni,"paraffinum liquidum, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Paraffinum Liquidum / Mineral Oil,paraffinumliquidummineraloil,0,0,0,0,0,0,0,,,top1000,48,Skincare Ingredient,Cilt Bakım Bileşeni,"paraffinum liquidum / mineral oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pca Glyceryl Oleate,pcaglyceryloleate,1,0,0,0,0,0,0,,,top1000,30,Skincare Ingredient,Emülgatör,"pca glyceryl oleate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Peg-10 Dimethicone,peg10dimethicone,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,67,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-10 dimethicone, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-100 Stearate,peg100stearate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,420,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-100 stearate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-12,peg12,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,65,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-12, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-12 Dimethicone,peg12dimethicone,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,51,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-12 dimethicone, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-120 Methyl Glucose Dioleate,peg120methylglucosedioleate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,121,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-120 methyl glucose dioleate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-150 Distearate,peg150distearate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,103,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-150 distearate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-150 Pentaerythrityl Tetrastearate,peg150pentaerythrityltetrastearate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,81,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-150 pentaerythrityl tetrastearate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-200 Hydrogenated Glyceryl Palmate,peg200hydrogenatedglycerylpalmate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,208,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-200 hydrogenated glyceryl palmate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-3 Distearate,peg3distearate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,41,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-3 distearate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-30 Dipolyhydroxystearate,peg30dipolyhydroxystearate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,30,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-30 dipolyhydroxystearate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-32,peg32,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,155,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-32, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-4,peg4,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,28,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-4, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-4 Rapeseedamide,peg4rapeseedamide,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,64,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-4 rapeseedamide, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-40 Castor Oil,peg40castoroil,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,27,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-40 castor oil, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-40 Hydrogenated Castor Oil,peg40hydrogenatedcastoroil,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,723,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-40 hydrogenated castor oil, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-40 Stearate,peg40stearate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,42,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-40 stearate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-45M,peg45m,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,71,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-45m, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-55 Propylene Glycol Oleate,peg55propyleneglycololeate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,69,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-55 propylene glycol oleate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-6,peg6,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,67,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-6, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-6 Caprylic/Capric Glycerides,peg6capryliccapricglycerides,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,81,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-6 caprylic/capric glycerides, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-60 Almond Glycerides,peg60almondglycerides,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,35,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-60 almond glycerides, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-60 Hydrogenated Castor Oil,peg60hydrogenatedcastoroil,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,115,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-60 hydrogenated castor oil, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-7 Glyceryl Cocoate,peg7glycerylcocoate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,555,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-7 glyceryl cocoate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-8,peg8,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,215,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-8, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-8 Laurate,peg8laurate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,28,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-8 laurate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg-80 Sorbitan Laurate,peg80sorbitanlaurate,0,0,0,0,-1,0,0,,Sensitive|Impaired skin barrier,top1000,32,Skincare Ingredient,Emülgatör / Çözücü (PEG),"peg-80 sorbitan laurate, polietilen glikol türevi emülgatör veya çözücü; formülasyonda bileşenlerin karışmasını ve ciltte düzgün dağılmasını sağlar, bariyer hasarı olan ciltlerde penetrasyonu artırabileceği için dikkat gerektirir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Peg/Ppg-18/18 Dimethicone,pegppg1818dimethicone,1,0,0,0,0,0,0,Texture,,top1000,48,Silicone,Silikon,"peg/ppg-18/18 dimethicone, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pelargonium Graveolens Flower Oil,pelargoniumgraveolensfloweroil,0,0,0,0,0,0,0,,,top1000,31,Skincare Ingredient,Cilt Bakım Bileşeni,"pelargonium graveolens flower oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate,pentaerythrityltetraditbutylhydroxyhydrocinnamate,0,0,0,0,0,0,0,,,manual_v2,0,Antioxidant,Antioksidan (Formülasyon Koruyucu),Güçlü fenolik antioksidan; formülasyondaki yağların ve aktif bileşenlerin oksidasyonunu önleyerek ürün stabilitesini ve raf ömrünü korur.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pentaerythrityl Tetraisostearate,pentaerythrityltetraisostearate,1,0,0,0,0,0,0,Texture,,top1000,58,Emollient,Yumuşatıcı Ester,"pentaerythrityl tetraisostearate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pentasodium Pentetate,pentasodiumpentetate,0,0,0,0,0,0,0,,,top1000,52,Skincare Ingredient,Cilt Bakım Bileşeni,"pentasodium pentetate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pentasodium Triphosphate,pentasodiumtriphosphate,0,0,0,0,0,0,0,,,top1000,65,Skincare Ingredient,Cilt Bakım Bileşeni,"pentasodium triphosphate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pentylene Glycol,pentyleneglycol,1,0,0,0,0,0,0,,,manual_v2,412,Humectant,Nemlendirici / Koruyucu Destekçi,Hafif nemlendirici ve antimikrobiyal destek sağlayan çok fonksiyonlu bileşen; formülasyondaki koruyucuların etkinliğini artırarak daha temiz bir formül oluşturulmasına olanak tanır.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Perfume,perfume,0,0,0,0,0,0,0,,,top1000,91,Skincare Ingredient,Cilt Bakım Bileşeni,"perfume, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Perlite,perlite,0,0,0,0,0,0,0,,,top1000,80,Skincare Ingredient,Cilt Bakım Bileşeni,"perlite, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Persea Gratissima (Avocado) Fruit Extract,perseagratissimaavocadofruitextract,1,0,0,0,0,0,0,,,top1000,49,Botanical Extract,Bitkisel Ekstrakt,"persea gratissima (avocado) fruit extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Persea Gratissima (Avocado) Oil,perseagratissimaavocadooil,0,0,0,0,0,0,0,,,top1000,112,Skincare Ingredient,Cilt Bakım Bileşeni,"persea gratissima (avocado) oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Persea Gratissima Oil,perseagratissimaoil,0,0,0,0,0,0,0,,,top1000,229,Skincare Ingredient,Cilt Bakım Bileşeni,"persea gratissima oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Petrolatum,petrolatum,0,0,0,0,0,0,0,,,top1000,370,Skincare Ingredient,Cilt Bakım Bileşeni,"petrolatum, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phellodendron Amurense Bark Extract,phellodendronamurensebarkextract,0,1,0,0,1,0,0,Acne|Redness,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Amur Mantarı Ağacı),"Geleneksel Doğu Asya tıbbında kullanılan ağaç kabuğu ekstresi; berberin bileşeniyle güçlü anti-inflamatuar ve antimikrobiyal etki gösterir, yağlı ve akneli cildi yatıştırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phenethyl Alcohol,phenethylalcohol,0,0,0,0,0,0,0,,,top1000,66,Skincare Ingredient,Cilt Bakım Bileşeni,"phenethyl alcohol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phenoxyethanol,phenoxyethanol,-2,0,0,0,-2,0,0,Anyone,,manual_v2,61,Preservative,Koruyucu,"Kozmetik endüstrisinde en yaygın kullanılan koruyuculardan biri; geniş spektrumlu antimikrobiyal etki göstererek ürünü bakteri ve küf kontaminasyonundan korur, %1 altı konsantrasyonlarda güvenli kabul edilir.",caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",neutral,,neutral,,neutral,,caution,Hassas ciltte tahriş ve kızarıklık yapabilir,neutral,,neutral,
Phenyl Trimethicone,phenyltrimethicone,1,0,0,0,0,0,0,Texture,,top1000,82,Silicone,Silikon,"phenyl trimethicone, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phenylalanine,phenylalanine,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,28,Skincare Ingredient,Amino Asit / Protein,"phenylalanine, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phenylbenzimidazole Sulfonic Acid,phenylbenzimidazolesulfonicacid,0,0,0,0,0,0,0,,,top1000,184,Skincare Ingredient,Cilt Bakım Bileşeni,"phenylbenzimidazole sulfonic acid, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
